incident nummer,Incident categorie,totale minuten open,Prioriteit incident
1235333,2e lijns (Doorgezette incidenten),4,E8
1235334,2e lijns (Doorgezette incidenten),14,E8
1235337,2e lijns (Doorgezette incidenten),30,E8
1235339,2e lijns (Doorgezette incidenten),21,E8
1235340,2e lijns (Doorgezette incidenten),2,E8
1235341,2e lijns (Doorgezette incidenten),15,E8
1235342,Hardware / Werkplekbeheer,6,E8
1235347,2e lijns (Doorgezette incidenten),3,E8
1235350,Functioneel beheer,3,E8
1235352,2e lijns (Doorgezette incidenten),4,E8
1235353,Functioneel beheer,52,E8
1235356,Functioneel beheer,61838,E8
1235358,2e lijns (Doorgezette incidenten),1,E8
1235359,Hardware / Werkplekbeheer,52,E8
1235361,2e lijns (Doorgezette incidenten),10,E8
1235362,2e lijns (Doorgezette incidenten),2626,E8
1235363,2e lijns (Doorgezette incidenten),1,E8
1235366,2e lijns (Doorgezette incidenten),3,E8
1235367,2e lijns (Doorgezette incidenten),4,E8
1235368,2e lijns (Doorgezette incidenten),987,E8
1235369,2e lijns (Doorgezette incidenten),12,E8
1235371,2e lijns (Doorgezette incidenten),1,E8
1235372,Functioneel beheer,2,E8
1235373,2e lijns (Doorgezette incidenten),8,E8
1235374,Hardware / Werkplekbeheer,19,E8
1235377,2e lijns (Doorgezette incidenten),5,E8
1235379,Functioneel beheer,4,E8
1235381,Hardware / Werkplekbeheer,25,E8
1235382,2e lijns (Doorgezette incidenten),102,E8
1235383,2e lijns (Doorgezette incidenten),9,E8
1235385,Hardware / Werkplekbeheer,311,E8
1235386,Functioneel beheer,7,E8
1235387,2e lijns (Doorgezette incidenten),1,E8
1235388,2e lijns (Doorgezette incidenten),10,E8
1235389,2e lijns (Doorgezette incidenten),3,E8
1235479,2e lijns (Doorgezette incidenten),8,E8
1235481,2e lijns (Doorgezette incidenten),8,E8
1235482,2e lijns (Doorgezette incidenten),11,E8
1235483,2e lijns (Doorgezette incidenten),5,E8
1235485,2e lijns (Doorgezette incidenten),3,E8
1235487,Telefonie / Communicatie,303,E8
1235488,2e lijns (Doorgezette incidenten),4,E8
1235489,2e lijns (Doorgezette incidenten),16143,E8
1235491,2e lijns (Doorgezette incidenten),11,E8
1235493,Hardware / Werkplekbeheer,10161,E8
1235495,Telefonie / Communicatie,7527,E8
1235496,3e lijns (Technische incidenten),7195,EW
1235497,2e lijns (Doorgezette incidenten),2,E8
1235498,2e lijns (Doorgezette incidenten),126,E8
1235499,2e lijns (Doorgezette incidenten),174,E8
1235519,2e lijns (Doorgezette incidenten),7,E8
1235521,2e lijns (Doorgezette incidenten),4,E8
1235523,2e lijns (Doorgezette incidenten),6,E8
1235524,2e lijns (Doorgezette incidenten),76,E8
1235528,3e lijns (Technische incidenten),6015,E8
1235536,2e lijns (Doorgezette incidenten),15,E8
1235537,Functioneel beheer,4,E8
1235544,2e lijns (Doorgezette incidenten),3,E8
1235548,Telefonie / Communicatie,55,E8
1235550,2e lijns (Doorgezette incidenten),82,E8
1235551,Hardware / Werkplekbeheer,71,E8
1235552,Hardware / Werkplekbeheer,206,E8
1235553,2e lijns (Doorgezette incidenten),16,E8
1235554,2e lijns (Doorgezette incidenten),6028,E8
1235556,2e lijns (Doorgezette incidenten),1,E8
1235557,2e lijns (Doorgezette incidenten),5,E8
1235559,3e lijns (Technische incidenten),5956,E8
1235560,2e lijns (Doorgezette incidenten),1,E8
1235561,2e lijns (Doorgezette incidenten),3,E8
1235562,2e lijns (Doorgezette incidenten),9,E8
1235564,Hardware / Werkplekbeheer,43,E8
1235565,2e lijns (Doorgezette incidenten),10,E8
1235566,Functioneel beheer,2,E8
1235568,2e lijns (Doorgezette incidenten),5,E8
1235569,Hardware / Werkplekbeheer,1274,E8
1235583,2e lijns (Doorgezette incidenten),152,E8
1235589,Telefonie / Communicatie,107,E8
1235590,2e lijns (Doorgezette incidenten),27,EW
1235591,Hardware / Werkplekbeheer,243,EW
1235593,2e lijns (Doorgezette incidenten),1,E8
1235594,2e lijns (Doorgezette incidenten),41,E8
1235601,Functioneel beheer,15,E8
1235604,2e lijns (Doorgezette incidenten),3,E8
1235605,Functioneel beheer,3,E8
1235607,2e lijns (Doorgezette incidenten),2,E8
1235608,Functioneel beheer,39,E8
1235609,2e lijns (Doorgezette incidenten),1,E8
1235613,2e lijns (Doorgezette incidenten),19,E8
1235615,2e lijns (Doorgezette incidenten),3,E8
1235616,Functioneel beheer,7,E8
1235619,2e lijns (Doorgezette incidenten),108,E8
1235625,Hardware / Werkplekbeheer,1344,E8
1235629,Telefonie / Communicatie,117,E8
1235632,Telefonie / Communicatie,57,E8
1235638,Telefonie / Communicatie,105,E8
1235642,2e lijns (Doorgezette incidenten),5,E8
1235643,Functioneel beheer,8614,E8
1235644,2e lijns (Doorgezette incidenten),5545,E8
1235646,2e lijns (Doorgezette incidenten),70,E8
1235648,Functioneel beheer,101,E8
1235649,2e lijns (Doorgezette incidenten),3,E8
1235650,2e lijns (Doorgezette incidenten),3,E8
1235652,2e lijns (Doorgezette incidenten),1,E8
1235654,Telefonie / Communicatie,37,E8
1235657,2e lijns (Doorgezette incidenten),2,E8
1235658,2e lijns (Doorgezette incidenten),11,E8
1235659,2e lijns (Doorgezette incidenten),1,E8
1235660,2e lijns (Doorgezette incidenten),3,E8
1235661,2e lijns (Doorgezette incidenten),1,E8
1235662,2e lijns (Doorgezette incidenten),2,E8
1235663,2e lijns (Doorgezette incidenten),13,E8
1235664,2e lijns (Doorgezette incidenten),36,E8
1235666,2e lijns (Doorgezette incidenten),30,E8
1235667,2e lijns (Doorgezette incidenten),10,E8
1235670,2e lijns (Doorgezette incidenten),8,E8
1235673,2e lijns (Doorgezette incidenten),8,E8
1235678,2e lijns (Doorgezette incidenten),2,E8
1235680,2e lijns (Doorgezette incidenten),8,E8
1235684,2e lijns (Doorgezette incidenten),23,E8
1235688,2e lijns (Doorgezette incidenten),1,E8
1235690,2e lijns (Doorgezette incidenten),23,E8
1235692,2e lijns (Doorgezette incidenten),5,E8
1235695,2e lijns (Doorgezette incidenten),34,E8
1235696,Hardware / Werkplekbeheer,1161,E8
1235699,2e lijns (Doorgezette incidenten),19,E8
1235700,2e lijns (Doorgezette incidenten),9,E8
1235701,2e lijns (Doorgezette incidenten),13,E8
1235702,2e lijns (Doorgezette incidenten),5,E8
1235706,2e lijns (Doorgezette incidenten),3,E8
1235708,Hardware / Werkplekbeheer,52,E8
1235709,Functioneel beheer,50168,E8
1235710,2e lijns (Doorgezette incidenten),2,E8
1235712,Functioneel beheer,1053,E8
1235714,Functioneel beheer,2,E8
1235715,Functioneel beheer,2,E8
1235716,2e lijns (Doorgezette incidenten),6,E8
1235717,Functioneel beheer,3,E8
1235718,2e lijns (Doorgezette incidenten),43,E8
1235719,Hardware / Werkplekbeheer,17273,E8
1235720,2e lijns (Doorgezette incidenten),7,E8
1235721,2e lijns (Doorgezette incidenten),27,E8
1235725,Hardware / Werkplekbeheer,5749,E8
1235727,2e lijns (Doorgezette incidenten),6,E8
1235729,2e lijns (Doorgezette incidenten),2,E8
1235733,2e lijns (Doorgezette incidenten),28,E8
1235735,2e lijns (Doorgezette incidenten),1,E8
1235736,2e lijns (Doorgezette incidenten),54,E8
1235737,2e lijns (Doorgezette incidenten),5,E8
1235738,Functioneel beheer,35,E8
1235740,Functioneel beheer,223,E8
1235742,2e lijns (Doorgezette incidenten),19,E8
1235743,2e lijns (Doorgezette incidenten),3,E8
1235744,Hardware / Werkplekbeheer,174,E8
1235745,2e lijns (Doorgezette incidenten),20,E8
1235746,2e lijns (Doorgezette incidenten),14,E8
1235747,2e lijns (Doorgezette incidenten),18,E8
1235748,2e lijns (Doorgezette incidenten),2,E8
1235753,2e lijns (Doorgezette incidenten),3,E8
1235754,2e lijns (Doorgezette incidenten),7,E8
1235756,Hardware / Werkplekbeheer,78,E8
1235757,2e lijns (Doorgezette incidenten),4,E8
1235760,2e lijns (Doorgezette incidenten),1,E8
1235761,2e lijns (Doorgezette incidenten),3,E8
1235762,2e lijns (Doorgezette incidenten),27,E8
1235763,2e lijns (Doorgezette incidenten),16,E8
1235765,2e lijns (Doorgezette incidenten),3,E8
1235767,Functioneel beheer,11,E8
1235768,3e lijns (Technische incidenten),17613,E8
1235769,2e lijns (Doorgezette incidenten),6,E8
1235770,2e lijns (Doorgezette incidenten),21,E8
1235771,2e lijns (Doorgezette incidenten),11,E8
1235774,2e lijns (Doorgezette incidenten),3,E8
1235775,Functioneel beheer,5,E8
1235776,2e lijns (Doorgezette incidenten),48,E8
1235777,Hardware / Werkplekbeheer,41,E8
1235781,2e lijns (Doorgezette incidenten),321,E8
1235784,Functioneel beheer,5,E8
1235785,2e lijns (Doorgezette incidenten),76,E8
1235786,Functioneel beheer,11,E8
1235787,2e lijns (Doorgezette incidenten),45,E8
1235789,2e lijns (Doorgezette incidenten),4,E8
1235791,2e lijns (Doorgezette incidenten),48,E8
1235792,2e lijns (Doorgezette incidenten),23,E8
1235793,Functioneel beheer,5,E8
1235794,2e lijns (Doorgezette incidenten),1,E8
1235795,2e lijns (Doorgezette incidenten),5738,EW
1235796,2e lijns (Doorgezette incidenten),273,E8
1235797,2e lijns (Doorgezette incidenten),1,E8
1235798,2e lijns (Doorgezette incidenten),2,E8
1235799,Telefonie / Communicatie,4306,E8
1235800,2e lijns (Doorgezette incidenten),1,E8
1235801,2e lijns (Doorgezette incidenten),26,E8
1235802,2e lijns (Doorgezette incidenten),1,E8
1235803,2e lijns (Doorgezette incidenten),262,E8
1235804,2e lijns (Doorgezette incidenten),15,E8
1235805,2e lijns (Doorgezette incidenten),60,E8
1235807,Functioneel beheer,8,E8
1235808,2e lijns (Doorgezette incidenten),20,E8
1235810,Hardware / Werkplekbeheer,8710,E8
1235811,3e lijns (Technische incidenten),7197,E8
1235812,Telefonie / Communicatie,73,E8
1235814,2e lijns (Doorgezette incidenten),1,E8
1235815,Hardware / Werkplekbeheer,263,E8
1235817,2e lijns (Doorgezette incidenten),2,E8
1235819,Functioneel beheer,170,E8
1235820,2e lijns (Doorgezette incidenten),221,E8
1235821,2e lijns (Doorgezette incidenten),4,E8
1235824,2e lijns (Doorgezette incidenten),152,E8
1235826,2e lijns (Doorgezette incidenten),1,E8
1235827,2e lijns (Doorgezette incidenten),150,E8
1235832,2e lijns (Doorgezette incidenten),1,E8
1235834,2e lijns (Doorgezette incidenten),129,E8
1235837,2e lijns (Doorgezette incidenten),6,E8
1235845,2e lijns (Doorgezette incidenten),66,E8
1235847,2e lijns (Doorgezette incidenten),3,E8
1235849,Hardware / Werkplekbeheer,151,E8
1235852,2e lijns (Doorgezette incidenten),58,E8
1235854,2e lijns (Doorgezette incidenten),20,E8
1235857,Functioneel beheer,14,E8
1235861,Functioneel beheer,6,E8
1235862,2e lijns (Doorgezette incidenten),102,E8
1235864,Functioneel beheer,7036,E8
1235865,2e lijns (Doorgezette incidenten),26,E8
1235866,2e lijns (Doorgezette incidenten),84,E8
1235867,2e lijns (Doorgezette incidenten),4,E8
1235868,2e lijns (Doorgezette incidenten),73,E8
1235869,2e lijns (Doorgezette incidenten),28,E8
1235870,2e lijns (Doorgezette incidenten),170,E8
1235872,2e lijns (Doorgezette incidenten),2,E8
1235873,2e lijns (Doorgezette incidenten),1,E8
1235874,2e lijns (Doorgezette incidenten),2,E8
1235875,2e lijns (Doorgezette incidenten),4,E8
1235876,2e lijns (Doorgezette incidenten),21,E8
1235877,2e lijns (Doorgezette incidenten),4,E8
1235878,Functioneel beheer,3,E8
1235879,Hardware / Werkplekbeheer,8420,E8
1235880,2e lijns (Doorgezette incidenten),4,E8
1235883,Functioneel beheer,4146,E8
1235886,2e lijns (Doorgezette incidenten),8566,E8
1235887,2e lijns (Doorgezette incidenten),4,E8
1235888,Telefonie / Communicatie,53,E8
1235889,2e lijns (Doorgezette incidenten),1,E8
1235891,2e lijns (Doorgezette incidenten),94,E8
1235892,2e lijns (Doorgezette incidenten),2,E8
1235893,2e lijns (Doorgezette incidenten),3,E8
1235895,2e lijns (Doorgezette incidenten),3,E8
1235897,2e lijns (Doorgezette incidenten),40,E8
1235898,2e lijns (Doorgezette incidenten),59,E8
1235900,2e lijns (Doorgezette incidenten),6,E8
1235903,2e lijns (Doorgezette incidenten),34541,E8
1235904,Telefonie / Communicatie,34283,EW
1235905,Functioneel beheer,34327,E8
1235907,Functioneel beheer,34319,E8
1235908,Functioneel beheer,34314,E8
1235909,Functioneel beheer,34299,E8
1235911,Functioneel beheer,34294,E8
1235914,Functioneel beheer,34275,E8
1235915,Functioneel beheer,34269,E8
1235918,Functioneel beheer,34243,E8
1235926,Functioneel beheer,30442,E8
1235927,Functioneel beheer,30436,E8
1235928,Functioneel beheer,30430,E8
1235929,Functioneel beheer,30430,E8
1235930,Functioneel beheer,30430,E8
1235931,Functioneel beheer,30429,E8
1235932,Functioneel beheer,30429,E8
1235935,Functioneel beheer,30428,E8
1235936,Functioneel beheer,30428,E8
1235938,Functioneel beheer,30428,E8
1235939,Functioneel beheer,30427,E8
1235943,Functioneel beheer,30424,E8
1235944,Functioneel beheer,30425,E8
1235948,Functioneel beheer,30424,E8
1235949,Functioneel beheer,30482,E8
1235952,Functioneel beheer,30481,E8
1235953,Functioneel beheer,30535,E8
1235954,Functioneel beheer,30532,E8
1235955,Functioneel beheer,30532,E8
1235956,Functioneel beheer,30533,EW
1235957,Functioneel beheer,30533,E8
1235958,Functioneel beheer,30532,E8
1235960,Functioneel beheer,30532,E8
1235961,Functioneel beheer,30532,E8
1235962,Functioneel beheer,30652,E8
1235964,Functioneel beheer,30543,E8
1235965,Functioneel beheer,30560,E8
1235966,Functioneel beheer,30561,E8
1235967,Functioneel beheer,30559,E8
1235968,Functioneel beheer,30559,E8
1235969,Functioneel beheer,30556,E8
1235970,Functioneel beheer,30556,E8
1235971,Functioneel beheer,30556,E8
1235972,Functioneel beheer,30555,E8
1235975,Functioneel beheer,30553,E8
1235976,Functioneel beheer,30553,E8
1235977,Functioneel beheer,30552,E8
1235978,Functioneel beheer,30633,E8
1235979,Functioneel beheer,30633,E8
1235981,Functioneel beheer,30632,E8
1235982,Functioneel beheer,30631,E8
1235983,Functioneel beheer,30632,E8
1235984,Functioneel beheer,30632,E8
1235985,Functioneel beheer,30629,E8
1235986,Functioneel beheer,30629,E8
1235987,Functioneel beheer,30629,E8
1235988,Functioneel beheer,30628,E8
1235990,Functioneel beheer,30623,E8
1235994,Functioneel beheer,30622,E8
1235995,Functioneel beheer,30621,E8
1235998,Functioneel beheer,30619,E8
1236000,Functioneel beheer,30618,E8
1236002,Functioneel beheer,30618,E8
1236004,Functioneel beheer,30618,E8
1236005,Functioneel beheer,30617,E8
1236007,Functioneel beheer,30616,E8
1236010,Functioneel beheer,30616,E8
1236012,Functioneel beheer,30614,E8
1236013,Functioneel beheer,30610,E8
1236014,Functioneel beheer,30609,E8
1236015,Functioneel beheer,30608,E8
1236016,Hardware / Werkplekbeheer,41992,E8
1236017,Functioneel beheer,30606,E8
1236019,Functioneel beheer,30607,E8
1236020,Functioneel beheer,30606,E8
1236021,Functioneel beheer,30606,E8
1236024,Functioneel beheer,30604,E8
1236025,Functioneel beheer,30599,E8
1236027,Functioneel beheer,30597,E8
1236029,Functioneel beheer,30595,E8
1236031,Functioneel beheer,30594,E8
1236032,Functioneel beheer,30594,E8
1236033,Functioneel beheer,30591,E8
1236036,Functioneel beheer,30588,E8
1236037,Functioneel beheer,30588,E8
1236039,Functioneel beheer,30588,E8
1236040,Functioneel beheer,30584,E8
1236041,Functioneel beheer,30583,E8
1236042,Functioneel beheer,30581,E8
1236044,Functioneel beheer,30579,E8
1236045,Functioneel beheer,30575,E8
1236048,Functioneel beheer,30570,E8
1236050,Functioneel beheer,30568,E8
1236051,Functioneel beheer,30568,E8
1236054,Functioneel beheer,30567,E8
1236055,Functioneel beheer,30566,E8
1236057,Functioneel beheer,30565,E8
1236058,Functioneel beheer,30564,E8
1236059,Functioneel beheer,30563,E8
1236060,Functioneel beheer,30433,E8
1236061,Functioneel beheer,30433,E8
1236062,Functioneel beheer,30434,E8
1236063,Functioneel beheer,30434,E8
1236066,Functioneel beheer,30432,E8
1236067,Functioneel beheer,30432,E8
1236068,Functioneel beheer,30432,E8
1236070,Functioneel beheer,30427,E8
1236071,Functioneel beheer,30426,E8
1236073,Functioneel beheer,30425,E8
1236075,Functioneel beheer,30422,E8
1236076,Functioneel beheer,30421,E8
1236078,Functioneel beheer,30416,E8
1236079,Functioneel beheer,30415,E8
1236080,Functioneel beheer,30412,E8
1236081,Functioneel beheer,30411,E8
1236082,Functioneel beheer,30408,E8
1236084,Functioneel beheer,30402,E8
1236088,Functioneel beheer,30401,E8
1236089,Functioneel beheer,30401,E8
1236090,Functioneel beheer,30400,E8
1236091,Functioneel beheer,30400,E8
1236094,Functioneel beheer,30397,E8
1236097,Functioneel beheer,30394,E8
1236099,Functioneel beheer,30387,E8
1236100,Functioneel beheer,30387,E8
1236101,Functioneel beheer,30384,B3
1236102,Functioneel beheer,30383,E8
1236104,Functioneel beheer,30379,E8
1236106,Functioneel beheer,30376,E8
1236107,Functioneel beheer,30374,E8
1236108,Functioneel beheer,30372,E8
1236114,Functioneel beheer,30367,E8
1236115,Functioneel beheer,30368,E8
1236116,Functioneel beheer,30368,E8
1236119,Functioneel beheer,30365,E8
1236145,2e lijns (Doorgezette incidenten),7,E8
1236146,2e lijns (Doorgezette incidenten),6,E8
1236147,2e lijns (Doorgezette incidenten),1,E8
1236148,2e lijns (Doorgezette incidenten),2,E8
1236149,2e lijns (Doorgezette incidenten),12,E8
1236150,2e lijns (Doorgezette incidenten),5,E8
1236154,2e lijns (Doorgezette incidenten),81,E8
1236155,2e lijns (Doorgezette incidenten),7,E8
1236156,2e lijns (Doorgezette incidenten),17,E8
1236157,2e lijns (Doorgezette incidenten),5,E8
1236158,2e lijns (Doorgezette incidenten),87,E8
1236161,Hardware / Werkplekbeheer,38,E8
1236162,2e lijns (Doorgezette incidenten),28,E8
1236177,2e lijns (Doorgezette incidenten),1,E8
1236178,2e lijns (Doorgezette incidenten),2,E8
1236179,Functioneel beheer,2,E8
1236181,Functioneel beheer,3,E8
1236182,2e lijns (Doorgezette incidenten),59,E8
1236183,2e lijns (Doorgezette incidenten),98,E8
1236184,2e lijns (Doorgezette incidenten),1,E8
1236185,2e lijns (Doorgezette incidenten),2,E8
1236186,Functioneel beheer,186,E8
1236188,2e lijns (Doorgezette incidenten),24,E8
1236189,2e lijns (Doorgezette incidenten),5,E8
1236190,2e lijns (Doorgezette incidenten),2,E8
1236192,2e lijns (Doorgezette incidenten),2,E8
1236193,2e lijns (Doorgezette incidenten),4,E8
1236195,2e lijns (Doorgezette incidenten),13,E8
1236197,2e lijns (Doorgezette incidenten),3,E8
1236198,2e lijns (Doorgezette incidenten),21,E8
1236200,2e lijns (Doorgezette incidenten),4,E8
1236203,2e lijns (Doorgezette incidenten),2,E8
1236204,2e lijns (Doorgezette incidenten),76,E8
1236205,2e lijns (Doorgezette incidenten),3,E8
1236208,2e lijns (Doorgezette incidenten),6,E8
1236210,3e lijns (Technische incidenten),48,E8
1236211,2e lijns (Doorgezette incidenten),1,E8
1236215,2e lijns (Doorgezette incidenten),106,E8
1236216,Functioneel beheer,5,E8
1236217,2e lijns (Doorgezette incidenten),1,E8
1236219,2e lijns (Doorgezette incidenten),4,E8
1236220,2e lijns (Doorgezette incidenten),3,E8
1236222,Hardware / Werkplekbeheer,118,E8
1236223,2e lijns (Doorgezette incidenten),58,E8
1236226,Functioneel beheer,15,E8
1236229,2e lijns (Doorgezette incidenten),3,E8
1236231,2e lijns (Doorgezette incidenten),21,E8
1236234,Hardware / Werkplekbeheer,118,E8
1236236,Functioneel beheer,131,E8
1236237,2e lijns (Doorgezette incidenten),2,E8
1236238,2e lijns (Doorgezette incidenten),63,E8
1236243,2e lijns (Doorgezette incidenten),11,E8
1236246,2e lijns (Doorgezette incidenten),62,E8
1236247,2e lijns (Doorgezette incidenten),8,E8
1236248,Hardware / Werkplekbeheer,17,E8
1236252,2e lijns (Doorgezette incidenten),5,E8
1236256,2e lijns (Doorgezette incidenten),1,E8
1236257,2e lijns (Doorgezette incidenten),80,E8
1236260,2e lijns (Doorgezette incidenten),1,E8
1236264,Functioneel beheer,1,E8
1236265,2e lijns (Doorgezette incidenten),10,E8
